id,education_level,stream_or_subject_interest,recommended_degree_or_course,career_field,entry_level_job,mid_level_job,senior_level_job,key_skills_required,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description
496,Graduate,Biology,MBBS Medicine,Healthcare - Medical,Junior Doctor,General Practitioner,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Very High,237000,888000-3550000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
497,Career Switcher,Biology,BSc Pharmacy,Healthcare - Medical,Medical Intern,Medical Officer,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Medium,245000,750000-2250000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
498,A/L Pending,Biology,BSc Pharmacy,Healthcare - Medical,Medical Intern,Registrar,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,236000,419000-1670000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
499,Undergraduate,Biology,MBBS Medicine,Healthcare - Medical,Junior Doctor,Medical Officer,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,High,181000,840000-2520000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
500,Diploma Holder,Biology,BSc Medical Laboratory Science,Healthcare - Medical,Pre-Intern Medical Officer,Registrar,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,168000,486000-1940000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
501,A/L Pending,Biology,Diploma in Healthcare Assistance,Healthcare - Medical,Junior Doctor,Medical Officer,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Very High,242000,847000-2540000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
502,A/L Completed,Biology,BSc Physiotherapy,Healthcare - Medical,Medical Intern,Medical Officer,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,208000,808000-2420000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
503,Graduate,Biology,MBBS Medicine,Healthcare - Medical,Medical Intern,General Practitioner,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Very High,248000,440000-1760000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
504,O/L Completed,Biology,Diploma in Healthcare Assistance,Healthcare - Medical,Medical Intern,Medical Officer,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,High,208000,850000-2550000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
505,Undergraduate,Biology,BSc Biomedical Science,Healthcare - Medical,Medical Intern,Medical Officer,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Medium,194000,806000-3220000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
506,A/L Pending,Biology,BSc Physiotherapy,Healthcare - Medical,Pre-Intern Medical Officer,Registrar,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Medium,173000,722000-2890000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
507,A/L Pending,Biology,BSc Pharmacy,Healthcare - Medical,Junior Doctor,Registrar,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,208000,569000-1140000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
508,Career Switcher,Biology,MBBS Medicine,Healthcare - Medical,Junior Doctor,General Practitioner,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Medium,235000,416000-1670000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
509,O/L Completed,Biology,Certificate in Caregiving,Healthcare - Medical,Junior Doctor,Registrar,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Medium,221000,788000-1580000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
510,A/L Pending,Biology,Diploma in Healthcare Assistance,Healthcare - Medical,Junior Doctor,Registrar,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,200000,622000-1870000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
511,A/L Completed,Biology,BSc Medical Laboratory Science,Healthcare - Medical,Pre-Intern Medical Officer,General Practitioner,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Very High,164000,731000-2190000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
512,Undergraduate,Biology,MBBS Medicine,Healthcare - Medical,Medical Intern,Registrar,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Medium,199000,548000-1640000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
513,A/L Completed,Biology,MBBS Medicine,Healthcare - Medical,Junior Doctor,Registrar,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,Medium,198000,771000-1540000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
514,Graduate,Biology,BSc Biomedical Science,Healthcare - Medical,Junior Doctor,General Practitioner,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,High,159000,834000-1670000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
515,Graduate,Biology,BSc Biomedical Science,Healthcare - Medical,Medical Intern,Medical Officer,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,High,211000,648000-2590000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
516,A/L Pending,Biology,BSc Pharmacy,Healthcare - Medical,Junior Doctor,Medical Officer,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,Very High,231000,572000-1140000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
517,Undergraduate,Biology,BSc Biomedical Science,Healthcare - Medical,Pre-Intern Medical Officer,General Practitioner,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Medium,214000,735000-1470000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
518,Graduate,Biology,BSc Pharmacy,Healthcare - Medical,Junior Doctor,Registrar,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Very High,163000,660000-1980000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
519,Graduate,Biology,BSc Physiotherapy,Healthcare - Medical,Pre-Intern Medical Officer,General Practitioner,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Very High,220000,474000-950000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
520,Undergraduate,Biology,BSc Biomedical Science,Healthcare - Medical,Junior Doctor,Medical Officer,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,Medium,240000,612000-1220000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
521,A/L Completed,Biology,BSc Biomedical Science,Healthcare - Medical,Junior Doctor,Registrar,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,High,Medium,180000,897000-2690000,No,Low,Medium,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
522,O/L Completed,Biology,Certificate in Caregiving,Healthcare - Medical,Pre-Intern Medical Officer,General Practitioner,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,243000,896000-2690000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
523,Graduate,Biology,BSc Biomedical Science,Healthcare - Medical,Pre-Intern Medical Officer,Registrar,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,High,185000,860000-1720000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
524,Undergraduate,Biology,BSc Pharmacy,Healthcare - Medical,Medical Intern,General Practitioner,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Very High,Very High,208000,693000-2080000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
525,O/L Completed,Biology,Diploma in Pharmacy Technician,Healthcare - Medical,Pre-Intern Medical Officer,Medical Officer,Consultant Specialist,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,Very High,238000,864000-2590000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
526,Career Switcher,Biology,BSc Medical Laboratory Science,Healthcare - Medical,Medical Intern,General Practitioner,Hospital Director,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,Medium,228000,480000-1440000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
527,A/L Completed,Biology,BSc Medical Laboratory Science,Healthcare - Medical,Medical Intern,Registrar,Chief Medical Officer,Diagnosis;Patient Care;Medical Procedures;Pharmacology,Empathy;Ethics;Decision Making Under Pressure;Communication,Anatomy;Physiology;Pathology;Pediatrics;Surgery,MD/MS (Sri Lanka);MRCP;USMLE,Moderate,High,178000,816000-3260000,No,Low,Low,"Diagnosing and treating illnesses, injuries, and health conditions in patients."
